absolute_log_scale_ratio,calibration_time_ms,ce95,coverage95,detected_count,estimated_scale,exact_trace_sum,failure_reason,fit_budget,fit_min_depth_m,fit_rms_px,holdout_min_depth_m,holdout_nll,holdout_positive_depth,holdout_rms_px,holdout_scale,jacobian_rank,k16_vs_exact_scale_relative_error,method,pair_id,projection_basis_time_ms,provenance,random_gain_median_relative_error,random_gain_p95_relative_error,random_trace_mae,random_trace_median_relative_error,random_trace_p95_relative_error,random_trace_raw_negative_count,random_trace_raw_upper_count,sequence,solver_nfev,solver_reason,solver_success,start_index,start_timestamp_ns,stationarity_eta,target_timestamp_ns,tracked_count,valid,valid_disparity_count
1.1457965307148625,0.007148,0.32499999999999996,0.625,217,0.06632655305530974,6.0,,16,1.2686545085485597,0.25753942039095634,1.2823690245766455,2.2696575080554733,True,0.45672025164604213,0.20859338826362403,6,0.2235248772218308,Raw,V2_01_easy:1413393217255760384:1413393217455760384,0.065224,formal_public_module_evidence,0.022335640625590014,0.09632513592544806,0.08839212016868425,0.2823767751033728,0.7696492162450558,0,0,V2_01_easy,4,OK,True,100,1413393217255760384,1.3129112881462285e-10,1413393217455760384,178,True,191
0.938157165936618,0.0022,0.24166666666666659,0.7083333333333334,217,0.08163268068345814,6.0,,16,1.2686545085485597,0.25753942039095634,1.2823690245766455,1.8876196093881916,True,0.45672025164604213,0.20859338826362403,6,0.2235248772218308,Global-DoF,V2_01_easy:1413393217255760384:1413393217455760384,0.065224,formal_public_module_evidence,0.022335640625590014,0.09632513592544806,0.08839212016868425,0.2823767751033728,0.7696492162450558,0,0,V2_01_easy,4,OK,True,100,1413393217255760384,1.3129112881462285e-10,1413393217455760384,178,True,191
0.786007988482236,0.528423,0.19999999999999996,0.75,217,0.09504769876124881,6.0,,16,1.2686545085485597,0.25753942039095634,1.2823690245766455,1.6791186210848974,True,0.45672025164604213,0.20859338826362403,6,0.2235248772218308,DPR-Exact-Block,V2_01_easy:1413393217255760384:1413393217455760384,0.065224,formal_public_module_evidence,0.022335640625590014,0.09632513592544806,0.08839212016868425,0.2823767751033728,0.7696492162450558,0,0,V2_01_easy,4,OK,True,100,1413393217255760384,1.3129112881462285e-10,1413393217455760384,178,True,191
0.5842720519548203,0.236665,0.11666666666666659,0.8333333333333334,217,0.11629322395707452,6.0,,16,1.2686545085485597,0.25753942039095634,1.2823690245766455,1.4799213827084812,True,0.45672025164604213,0.20859338826362403,6,0.2235248772218308,DUC-K16,V2_01_easy:1413393217255760384:1413393217455760384,0.065224,formal_public_module_evidence,0.022335640625590014,0.09632513592544806,0.08839212016868425,0.2823767751033728,0.7696492162450558,0,0,V2_01_easy,4,OK,True,100,1413393217255760384,1.3129112881462285e-10,1413393217455760384,178,True,191
0.9294541543034396,0.07361,0.24166666666666659,0.7083333333333334,217,0.08234623136922156,6.0,,16,1.2686545085485597,0.25753942039095634,1.2823690245766455,1.8741805836211298,True,0.45672025164604213,0.20859338826362403,6,0.2235248772218308,Permuted-K16,V2_01_easy:1413393217255760384:1413393217455760384,0.065224,formal_public_module_evidence,0.022335640625590014,0.09632513592544806,0.08839212016868425,0.2823767751033728,0.7696492162450558,0,0,V2_01_easy,4,OK,True,100,1413393217255760384,1.3129112881462285e-10,1413393217455760384,178,True,191
0.14669902559464018,0.006386,0.033333333333333326,0.9166666666666666,217,0.1461352114979666,6.0,,48,1.2695137721756151,0.3822763548768961,1.2831649525204425,1.0726594673087448,True,0.41137010247337513,0.16922536120895518,6,0.01694317592607919,Raw,V2_01_easy:1413393217255760384:1413393217455760384,0.046005,formal_public_module_evidence,0.011803263803861153,0.04113494332324432,0.053958713992462805,0.4028769662977201,1.0,4,0,V2_01_easy,4,OK,True,100,1413393217255760384,2.2968368995937478e-10,1413393217455760384,178,True,191
0.0821605044570687,0.002011,0.008333333333333415,0.9583333333333334,217,0.15587755893116442,6.0,,48,1.2695137721756151,0.3822763548768961,1.2831649525204425,1.064822652159162,True,0.41137010247337513,0.16922536120895518,6,0.01694317592607919,Global-DoF,V2_01_easy:1413393217255760384:1413393217455760384,0.046005,formal_public_module_evidence,0.011803263803861153,0.04113494332324432,0.053958713992462805,0.4028769662977201,1.0,4,0,V2_01_easy,4,OK,True,100,1413393217255760384,2.2968368995937478e-10,1413393217455760384,178,True,191
0.0382728383695614,1.299194,0.008333333333333415,0.9583333333333334,217,0.16287100164163879,6.0,,48,1.2695137721756151,0.3822763548768961,1.2831649525204425,1.0620949512193452,True,0.41137010247337513,0.16922536120895518,6,0.01694317592607919,DPR-Exact-Block,V2_01_easy:1413393217255760384:1413393217455760384,0.046005,formal_public_module_evidence,0.011803263803861153,0.04113494332324432,0.053958713992462805,0.4028769662977201,1.0,4,0,V2_01_easy,4,OK,True,100,1413393217255760384,2.2968368995937478e-10,1413393217455760384,178,True,191
0.055361192085940404,0.32099,0.008333333333333415,0.9583333333333334,217,0.16011144960756776,6.0,,48,1.2695137721756151,0.3822763548768961,1.2831649525204425,1.0629142179332673,True,0.41137010247337513,0.16922536120895518,6,0.01694317592607919,DUC-K16,V2_01_easy:1413393217255760384:1413393217455760384,0.046005,formal_public_module_evidence,0.011803263803861153,0.04113494332324432,0.053958713992462805,0.4028769662977201,1.0,4,0,V2_01_easy,4,OK,True,100,1413393217255760384,2.2968368995937478e-10,1413393217455760384,178,True,191
0.10182020049211639,0.10498,0.033333333333333326,0.9166666666666666,217,0.1528429806858419,6.0,,48,1.2695137721756151,0.3822763548768961,1.2831649525204425,1.0667172944400816,True,0.41137010247337513,0.16922536120895518,6,0.01694317592607919,Permuted-K16,V2_01_easy:1413393217255760384:1413393217455760384,0.046005,formal_public_module_evidence,0.011803263803861153,0.04113494332324432,0.053958713992462805,0.4028769662977201,1.0,4,0,V2_01_easy,4,OK,True,100,1413393217255760384,2.2968368995937478e-10,1413393217455760384,178,True,191
1.5788395114771865,0.00666,0.033333333333333326,0.9166666666666666,213,0.24033751491832417,6.0,,16,1.4154020830712504,0.4902423022530024,1.5127473031388123,5.261490993639625,True,1.0795715398209236,1.16547470959132,6,0.035248333190007086,Raw,V2_01_easy:1413393217755760384:1413393217955760384,0.040847,formal_public_module_evidence,0.020748408140295993,0.07110811792892277,0.08808167125395795,0.2456423527941623,0.6848886141705788,0,0,V2_01_easy,4,OK,True,110,1413393217755760384,1.0542776401084895e-09,1413393217955760384,165,True,179
